task_id,action_type,agent_confidence,user_past_accept_rate,action_reversibility,deviation_from_routine,accept_label,_generating_rule
style_synth_01577,reorganize_files,0.858,0.838,0.017,0.145,0,high_trust_high_conf
style_synth_01578,send_reminder,0.878,0.577,0.322,0.298,1,confident_default_accept
style_synth_01579,send_reminder,0.613,0.69,0.012,0.537,0,risky_irreversible_low_conf
style_synth_01580,reorganize_files,0.425,0.858,0.074,0.115,1,risky_irreversible_low_conf
style_synth_01581,send_reminder,0.564,0.53,0.233,0.351,0,risky_irreversible_low_conf
style_synth_01582,draft_message,0.643,0.396,0.584,0.273,0,low_confidence_default_reject
style_synth_01583,send_reminder,0.827,0.543,0.913,0.142,1,confident_default_accept
style_synth_01584,send_reminder,0.848,0.787,0.812,0.391,1,high_trust_high_conf
style_synth_01585,pay_bill,0.848,0.742,0.825,0.217,1,high_trust_high_conf
style_synth_01586,draft_message,0.82,0.9,0.663,0.356,1,high_trust_high_conf
style_synth_01587,pay_bill,0.518,0.698,0.965,0.144,0,low_confidence_default_reject
style_synth_01588,send_reminder,0.317,0.763,0.193,0.127,0,risky_irreversible_low_conf
style_synth_01589,pay_bill,0.997,0.462,0.303,0.292,1,confident_default_accept
style_synth_01590,send_reminder,0.91,0.448,0.676,0.378,1,confident_default_accept
style_synth_01591,draft_message,0.908,0.828,0.411,0.594,1,high_trust_high_conf
style_synth_01592,pay_bill,0.583,0.548,0.591,0.312,0,low_confidence_default_reject
style_synth_01593,send_reminder,0.637,0.606,0.175,0.291,0,risky_irreversible_low_conf
style_synth_01594,pay_bill,0.701,0.367,0.922,0.281,1,confident_default_accept
style_synth_01595,schedule_event,0.665,0.579,0.334,0.345,0,low_confidence_default_reject
style_synth_01596,reorganize_files,0.775,0.673,0.152,0.44,0,risky_irreversible_low_conf
style_synth_01597,reorganize_files,0.657,0.447,0.796,0.116,0,low_confidence_default_reject
style_synth_01598,reorganize_files,0.894,0.47,0.146,0.603,0,novel_action_distrust
style_synth_01599,reorganize_files,0.818,0.606,0.73,0.089,1,confident_default_accept
style_synth_01600,pay_bill,0.33,0.36,0.466,0.075,0,low_confidence_default_reject
style_synth_01601,pay_bill,0.693,0.495,0.003,0.322,0,risky_irreversible_low_conf
style_synth_01602,schedule_event,0.702,0.714,0.625,0.605,1,novel_action_distrust
style_synth_01603,draft_message,0.537,0.566,0.013,0.381,1,risky_irreversible_low_conf
style_synth_01604,send_reminder,0.794,0.511,0.331,0.166,1,confident_default_accept
style_synth_01605,send_reminder,0.207,0.505,0.727,0.255,0,low_confidence_default_reject
style_synth_01606,reorganize_files,0.433,0.915,0.656,0.26,0,low_confidence_default_reject
style_synth_01607,send_reminder,0.478,0.65,0.773,0.087,0,low_confidence_default_reject
style_synth_01608,pay_bill,0.542,0.511,0.921,0.291,0,low_confidence_default_reject
style_synth_01609,pay_bill,0.948,0.566,0.507,0.27,1,confident_default_accept
style_synth_01610,reorganize_files,0.958,0.322,0.798,0.023,1,confident_default_accept
style_synth_01611,draft_message,0.798,0.52,0.407,0.183,1,confident_default_accept
style_synth_01612,pay_bill,0.697,0.585,0.767,0.42,0,low_confidence_default_reject
style_synth_01613,draft_message,0.714,0.583,0.595,0.311,1,confident_default_accept
style_synth_01614,send_reminder,0.711,0.171,0.106,0.067,0,risky_irreversible_low_conf
style_synth_01615,send_reminder,0.937,0.39,0.211,0.239,1,confident_default_accept
style_synth_01616,pay_bill,0.66,0.498,0.969,0.495,0,low_confidence_default_reject
style_synth_01617,schedule_event,0.804,0.505,0.782,0.173,1,confident_default_accept
style_synth_01618,draft_message,0.582,0.847,0.926,0.136,0,low_confidence_default_reject
style_synth_01619,schedule_event,0.853,0.57,0.637,0.548,1,confident_default_accept
style_synth_01620,reorganize_files,0.7,0.517,0.526,0.125,1,low_confidence_default_reject
style_synth_01621,reorganize_files,0.662,0.434,0.584,0.098,1,low_confidence_default_reject
style_synth_01622,pay_bill,0.764,0.398,0.765,0.5,1,confident_default_accept
style_synth_01623,draft_message,0.819,0.651,0.424,0.317,1,confident_default_accept
style_synth_01624,draft_message,0.952,0.29,0.418,0.138,0,low_trust_user
style_synth_01625,reorganize_files,0.526,0.573,0.732,0.519,0,low_confidence_default_reject
style_synth_01626,pay_bill,0.503,0.556,0.248,0.268,0,risky_irreversible_low_conf
style_synth_01627,reorganize_files,0.967,0.603,0.216,0.291,1,confident_default_accept
style_synth_01628,reorganize_files,0.341,0.459,0.142,0.263,0,risky_irreversible_low_conf
style_synth_01629,draft_message,0.631,0.814,0.848,0.185,0,low_confidence_default_reject
style_synth_01630,schedule_event,0.654,0.595,0.855,0.076,0,low_confidence_default_reject
style_synth_01631,pay_bill,0.72,0.39,0.511,0.441,0,confident_default_accept
style_synth_01632,draft_message,0.62,0.53,0.4,0.126,0,low_confidence_default_reject
style_synth_01633,schedule_event,0.735,0.951,0.818,0.328,1,high_trust_high_conf
style_synth_01634,draft_message,0.931,0.67,0.906,0.119,1,confident_default_accept
style_synth_01635,draft_message,0.451,0.348,0.953,0.146,0,low_confidence_default_reject
style_synth_01636,send_reminder,0.568,0.475,0.942,0.04,1,low_confidence_default_reject
style_synth_01637,pay_bill,0.435,0.833,0.524,0.488,0,low_confidence_default_reject
style_synth_01638,draft_message,0.683,0.548,0.556,0.24,0,low_confidence_default_reject
style_synth_01639,reorganize_files,0.771,0.657,0.225,0.432,0,risky_irreversible_low_conf
style_synth_01640,reorganize_files,0.938,0.401,0.23,0.582,1,confident_default_accept
style_synth_01641,reorganize_files,0.62,0.481,0.64,0.348,0,low_confidence_default_reject
style_synth_01642,pay_bill,0.568,0.804,0.404,0.159,0,low_confidence_default_reject
style_synth_01643,draft_message,0.732,0.787,0.424,0.336,1,high_trust_high_conf
style_synth_01644,send_reminder,0.629,0.714,0.796,0.134,0,low_confidence_default_reject
style_synth_01645,reorganize_files,0.818,0.41,0.401,0.222,1,confident_default_accept
style_synth_01646,send_reminder,0.863,0.842,0.091,0.185,1,high_trust_high_conf
style_synth_01647,reorganize_files,0.774,0.825,0.577,0.247,1,high_trust_high_conf
style_synth_01648,pay_bill,0.613,0.521,0.968,0.658,0,novel_action_distrust
style_synth_01649,pay_bill,0.659,0.863,0.282,0.543,0,risky_irreversible_low_conf
style_synth_01650,schedule_event,0.821,0.779,0.183,0.273,0,risky_irreversible_low_conf
style_synth_01651,pay_bill,0.465,0.592,0.525,0.105,0,low_confidence_default_reject
style_synth_01652,pay_bill,0.584,0.571,0.995,0.366,0,low_confidence_default_reject
style_synth_01653,send_reminder,0.524,0.591,0.719,0.421,0,low_confidence_default_reject
style_synth_01654,pay_bill,0.489,0.533,0.968,0.635,0,novel_action_distrust
style_synth_01655,pay_bill,0.703,0.273,0.457,0.701,0,novel_action_distrust
style_synth_01656,schedule_event,0.684,0.439,0.623,0.327,0,low_confidence_default_reject
style_synth_01657,draft_message,0.738,0.8,0.915,0.316,1,high_trust_high_conf
style_synth_01658,send_reminder,0.515,0.278,0.841,0.081,0,low_trust_user
style_synth_01659,pay_bill,0.654,0.451,0.436,0.092,0,low_confidence_default_reject
style_synth_01660,pay_bill,0.605,0.445,0.722,0.181,0,low_confidence_default_reject
style_synth_01661,schedule_event,0.817,0.414,0.956,0.451,1,confident_default_accept
style_synth_01662,pay_bill,0.836,0.571,0.218,0.193,0,risky_irreversible_low_conf
style_synth_01663,schedule_event,0.781,0.499,0.7,0.172,1,confident_default_accept
style_synth_01664,schedule_event,0.663,0.552,0.869,0.173,0,low_confidence_default_reject
style_synth_01665,send_reminder,0.485,0.774,0.207,0.614,0,risky_irreversible_low_conf
style_synth_01666,send_reminder,0.964,0.578,0.842,0.044,1,confident_default_accept
style_synth_01667,schedule_event,0.729,0.787,0.505,0.161,1,high_trust_high_conf
style_synth_01668,send_reminder,0.473,0.441,0.326,0.227,0,low_confidence_default_reject
style_synth_01669,reorganize_files,0.584,0.541,0.898,0.205,0,low_confidence_default_reject
style_synth_01670,draft_message,0.353,0.823,0.875,0.104,0,low_confidence_default_reject
style_synth_01671,draft_message,0.404,0.805,0.096,0.125,0,risky_irreversible_low_conf
style_synth_01672,reorganize_files,0.837,0.48,0.765,0.044,0,confident_default_accept
style_synth_01673,draft_message,0.89,0.785,0.234,0.666,0,novel_action_distrust
style_synth_01674,schedule_event,0.853,0.504,0.707,0.168,1,confident_default_accept
style_synth_01675,pay_bill,0.498,0.51,0.473,0.123,0,low_confidence_default_reject
style_synth_01676,reorganize_files,0.842,0.333,0.084,0.147,1,risky_irreversible_low_conf
style_synth_01677,send_reminder,0.694,0.574,0.36,0.258,0,low_confidence_default_reject
style_synth_01678,send_reminder,0.765,0.728,0.152,0.396,0,risky_irreversible_low_conf
style_synth_01679,schedule_event,0.669,0.906,0.03,0.263,0,risky_irreversible_low_conf
style_synth_01680,draft_message,0.68,0.646,0.496,0.252,0,low_confidence_default_reject
style_synth_01681,pay_bill,0.897,0.436,0.439,0.129,1,confident_default_accept
style_synth_01682,reorganize_files,0.963,0.291,0.397,0.486,0,low_trust_user
style_synth_01683,reorganize_files,0.351,0.671,0.066,0.481,0,risky_irreversible_low_conf
style_synth_01684,schedule_event,0.543,0.47,0.193,0.682,0,risky_irreversible_low_conf
style_synth_01685,send_reminder,0.802,0.708,0.316,0.212,1,high_trust_high_conf
style_synth_01686,pay_bill,0.793,0.601,0.841,0.143,1,confident_default_accept
style_synth_01687,reorganize_files,0.735,0.586,0.266,0.318,0,risky_irreversible_low_conf
style_synth_01688,pay_bill,0.948,0.781,0.269,0.596,1,high_trust_high_conf
style_synth_01689,pay_bill,0.935,0.175,0.877,0.139,1,low_trust_user
style_synth_01690,draft_message,0.781,0.587,0.925,0.814,1,novel_action_distrust
style_synth_01691,draft_message,0.779,0.549,0.992,0.198,1,confident_default_accept
style_synth_01692,send_reminder,0.881,0.743,0.208,0.43,1,high_trust_high_conf
style_synth_01693,reorganize_files,0.291,0.599,0.07,0.316,0,risky_irreversible_low_conf
style_synth_01694,schedule_event,0.557,0.446,0.016,0.21,0,risky_irreversible_low_conf
style_synth_01695,draft_message,0.851,0.735,0.085,0.296,1,high_trust_high_conf
style_synth_01696,reorganize_files,0.57,0.275,0.931,0.556,0,low_trust_user
style_synth_01697,draft_message,0.886,0.528,0.162,0.167,1,confident_default_accept
style_synth_01698,schedule_event,0.509,0.32,0.338,0.308,0,low_confidence_default_reject
style_synth_01699,send_reminder,0.538,0.365,0.245,0.305,0,risky_irreversible_low_conf
style_synth_01700,pay_bill,0.665,0.584,0.555,0.141,0,low_confidence_default_reject
style_synth_01701,reorganize_files,0.532,0.483,0.96,0.495,1,low_confidence_default_reject
style_synth_01702,send_reminder,0.804,0.433,0.103,0.548,0,risky_irreversible_low_conf
style_synth_01703,draft_message,0.496,0.726,0.483,0.181,0,low_confidence_default_reject
style_synth_01704,pay_bill,0.797,0.9,0.755,0.223,1,high_trust_high_conf
style_synth_01705,reorganize_files,0.803,0.818,0.997,0.293,1,high_trust_high_conf
style_synth_01706,schedule_event,0.238,0.57,0.512,0.349,0,low_confidence_default_reject
style_synth_01707,send_reminder,0.426,0.742,0.155,0.319,0,risky_irreversible_low_conf
style_synth_01708,pay_bill,0.515,0.702,0.133,0.34,0,risky_irreversible_low_conf
style_synth_01709,send_reminder,0.682,0.59,0.149,0.164,0,risky_irreversible_low_conf
style_synth_01710,pay_bill,0.469,0.57,0.242,0.616,0,risky_irreversible_low_conf
style_synth_01711,draft_message,0.713,0.668,0.122,0.219,0,risky_irreversible_low_conf
style_synth_01712,schedule_event,0.279,0.574,0.194,0.273,0,risky_irreversible_low_conf
style_synth_01713,send_reminder,0.441,0.615,0.208,0.042,0,risky_irreversible_low_conf
style_synth_01714,schedule_event,0.43,0.618,0.267,0.218,0,risky_irreversible_low_conf
style_synth_01715,send_reminder,0.671,0.354,0.922,0.318,0,low_confidence_default_reject
style_synth_01716,draft_message,0.922,0.902,0.628,0.228,1,high_trust_high_conf
style_synth_01717,pay_bill,0.423,0.586,0.206,0.187,0,risky_irreversible_low_conf
style_synth_01718,reorganize_files,0.85,0.54,0.038,0.306,1,confident_default_accept
style_synth_01719,send_reminder,0.95,0.458,0.824,0.286,1,confident_default_accept
style_synth_01720,schedule_event,0.559,0.663,0.99,0.173,0,low_confidence_default_reject
style_synth_01721,send_reminder,0.651,0.487,0.31,0.12,0,low_confidence_default_reject
style_synth_01722,reorganize_files,0.595,0.526,0.415,0.292,1,low_confidence_default_reject
style_synth_01723,reorganize_files,0.525,0.829,0.683,0.327,0,low_confidence_default_reject
style_synth_01724,pay_bill,0.767,0.494,0.01,0.246,0,risky_irreversible_low_conf
style_synth_01725,pay_bill,0.537,0.504,0.514,0.418,0,low_confidence_default_reject
style_synth_01726,schedule_event,0.971,0.165,0.657,0.371,0,low_trust_user
style_synth_01727,pay_bill,0.863,0.581,0.549,0.038,1,confident_default_accept
style_synth_01728,send_reminder,0.476,0.338,0.74,0.341,0,low_confidence_default_reject
style_synth_01729,draft_message,0.72,0.633,0.15,0.053,0,risky_irreversible_low_conf
style_synth_01730,reorganize_files,0.91,0.556,0.595,0.09,1,confident_default_accept
style_synth_01731,pay_bill,0.705,0.45,0.001,0.275,0,risky_irreversible_low_conf
style_synth_01732,reorganize_files,0.876,0.515,0.044,0.318,1,confident_default_accept
style_synth_01733,draft_message,0.727,0.28,0.829,0.163,0,low_trust_user
style_synth_01734,send_reminder,0.738,0.338,0.026,0.334,1,risky_irreversible_low_conf
style_synth_01735,schedule_event,0.312,0.412,0.808,0.251,0,low_confidence_default_reject
style_synth_01736,draft_message,0.725,0.803,0.412,0.181,1,high_trust_high_conf
style_synth_01737,send_reminder,0.383,0.452,0.366,0.447,0,low_confidence_default_reject
style_synth_01738,send_reminder,0.876,0.775,0.942,0.391,1,high_trust_high_conf
style_synth_01739,reorganize_files,0.873,0.786,0.896,0.384,1,high_trust_high_conf
style_synth_01740,reorganize_files,0.743,0.697,0.542,0.099,1,confident_default_accept
style_synth_01741,send_reminder,0.605,0.589,0.284,0.354,0,risky_irreversible_low_conf
style_synth_01742,schedule_event,0.728,0.577,0.359,0.335,1,confident_default_accept
style_synth_01743,reorganize_files,0.659,0.489,0.701,0.297,0,low_confidence_default_reject
style_synth_01744,send_reminder,0.711,0.534,0.035,0.512,0,risky_irreversible_low_conf
style_synth_01745,send_reminder,0.596,0.705,0.274,0.167,0,risky_irreversible_low_conf
style_synth_01746,reorganize_files,0.767,0.769,0.345,0.112,1,high_trust_high_conf
style_synth_01747,reorganize_files,0.635,0.853,0.446,0.263,0,low_confidence_default_reject
style_synth_01748,reorganize_files,0.785,0.276,0.631,0.408,0,low_trust_user
style_synth_01749,pay_bill,0.919,0.846,0.938,0.245,1,high_trust_high_conf
style_synth_01750,schedule_event,0.709,0.629,0.956,0.053,1,confident_default_accept
style_synth_01751,schedule_event,0.731,0.174,0.127,0.187,0,risky_irreversible_low_conf
style_synth_01752,schedule_event,0.707,0.256,0.485,0.109,0,low_trust_user
style_synth_01753,reorganize_files,0.929,0.673,0.623,0.568,1,confident_default_accept
style_synth_01754,draft_message,0.524,0.749,0.972,0.305,0,low_confidence_default_reject
style_synth_01755,draft_message,0.875,0.491,0.068,0.255,0,confident_default_accept
style_synth_01756,schedule_event,0.661,0.67,0.435,0.243,0,low_confidence_default_reject
style_synth_01757,pay_bill,0.678,0.744,0.19,0.353,0,risky_irreversible_low_conf
style_synth_01758,schedule_event,0.984,0.297,0.142,0.474,0,low_trust_user
style_synth_01759,schedule_event,0.749,0.755,0.277,0.29,0,risky_irreversible_low_conf
style_synth_01760,schedule_event,0.764,0.509,0.814,0.328,1,confident_default_accept
style_synth_01761,reorganize_files,0.602,0.551,0.437,0.173,0,low_confidence_default_reject
style_synth_01762,schedule_event,0.558,0.689,0.312,0.249,0,low_confidence_default_reject
style_synth_01763,schedule_event,0.756,0.219,0.139,0.199,0,risky_irreversible_low_conf
style_synth_01764,schedule_event,0.745,0.767,0.599,0.167,1,high_trust_high_conf
style_synth_01765,pay_bill,0.797,0.513,0.095,0.203,0,risky_irreversible_low_conf
style_synth_01766,draft_message,0.913,0.48,0.154,0.104,1,confident_default_accept
style_synth_01767,schedule_event,0.794,0.708,0.727,0.254,1,high_trust_high_conf
style_synth_01768,draft_message,0.923,0.796,0.41,0.354,1,high_trust_high_conf
style_synth_01769,reorganize_files,0.494,0.695,0.596,0.23,0,low_confidence_default_reject
style_synth_01770,send_reminder,0.651,0.843,0.85,0.157,0,low_confidence_default_reject
style_synth_01771,schedule_event,0.81,0.804,0.604,0.091,1,high_trust_high_conf
style_synth_01772,reorganize_files,0.877,0.553,0.603,0.297,1,confident_default_accept
style_synth_01773,pay_bill,0.838,0.352,0.509,0.124,1,confident_default_accept
style_synth_01774,draft_message,0.61,0.873,0.308,0.356,0,low_confidence_default_reject
style_synth_01775,pay_bill,0.987,0.539,0.867,0.608,1,confident_default_accept
style_synth_01776,send_reminder,0.707,0.389,0.916,0.278,1,confident_default_accept
style_synth_01777,reorganize_files,0.611,0.642,0.444,0.51,0,low_confidence_default_reject
style_synth_01778,reorganize_files,0.576,0.237,0.648,0.703,0,novel_action_distrust
style_synth_01779,pay_bill,0.648,0.442,0.027,0.323,1,risky_irreversible_low_conf
style_synth_01780,reorganize_files,0.706,0.548,0.607,0.218,0,confident_default_accept
style_synth_01781,draft_message,0.415,0.906,0.141,0.216,0,risky_irreversible_low_conf
style_synth_01782,pay_bill,0.844,0.335,0.864,0.294,1,confident_default_accept
style_synth_01783,pay_bill,0.815,0.509,0.284,0.096,0,risky_irreversible_low_conf
style_synth_01784,schedule_event,0.913,0.595,0.469,0.477,1,confident_default_accept
style_synth_01785,reorganize_files,0.735,0.891,0.344,0.559,1,high_trust_high_conf
style_synth_01786,schedule_event,0.788,0.498,0.542,0.27,1,confident_default_accept
style_synth_01787,send_reminder,0.576,0.71,0.7,0.174,0,low_confidence_default_reject
style_synth_01788,send_reminder,0.673,0.502,0.267,0.276,0,risky_irreversible_low_conf
style_synth_01789,draft_message,0.692,0.818,0.329,0.111,0,low_confidence_default_reject
style_synth_01790,reorganize_files,0.63,0.429,0.256,0.215,0,risky_irreversible_low_conf
style_synth_01791,draft_message,0.428,0.872,0.372,0.023,0,low_confidence_default_reject
style_synth_01792,schedule_event,0.739,0.864,0.892,0.045,1,high_trust_high_conf
style_synth_01793,schedule_event,0.896,0.33,0.093,0.15,1,confident_default_accept
style_synth_01794,reorganize_files,0.971,0.413,0.516,0.235,1,confident_default_accept
style_synth_01795,send_reminder,0.733,0.876,0.145,0.246,0,risky_irreversible_low_conf
style_synth_01796,pay_bill,0.91,0.547,0.724,0.21,1,confident_default_accept
style_synth_01797,send_reminder,0.517,0.793,0.294,0.472,0,risky_irreversible_low_conf
style_synth_01798,schedule_event,0.825,0.565,0.851,0.246,1,confident_default_accept
style_synth_01799,pay_bill,0.671,0.499,0.776,0.207,0,low_confidence_default_reject
style_synth_01800,draft_message,0.825,0.584,0.587,0.492,1,confident_default_accept
style_synth_01801,draft_message,0.791,0.606,0.265,0.429,0,risky_irreversible_low_conf
style_synth_01802,draft_message,0.799,0.286,0.777,0.311,0,low_trust_user
style_synth_01803,pay_bill,0.759,0.379,0.628,0.089,0,confident_default_accept
style_synth_01804,draft_message,0.706,0.744,0.956,0.274,1,high_trust_high_conf
style_synth_01805,reorganize_files,0.481,0.523,0.03,0.307,0,risky_irreversible_low_conf
style_synth_01806,draft_message,0.652,0.512,0.938,0.597,1,low_confidence_default_reject
style_synth_01807,send_reminder,0.964,0.648,0.369,0.216,1,confident_default_accept
style_synth_01808,pay_bill,0.797,0.232,0.543,0.178,1,low_trust_user
style_synth_01809,send_reminder,0.833,0.617,0.404,0.424,1,confident_default_accept
style_synth_01810,reorganize_files,0.862,0.611,0.194,0.386,1,confident_default_accept
style_synth_01811,reorganize_files,0.731,0.561,0.526,0.338,1,confident_default_accept
style_synth_01812,draft_message,0.723,0.68,0.794,0.238,1,confident_default_accept
style_synth_01813,send_reminder,0.86,0.341,0.646,0.291,1,confident_default_accept
style_synth_01814,pay_bill,0.686,0.445,0.928,0.499,0,low_confidence_default_reject
style_synth_01815,reorganize_files,0.678,0.521,0.002,0.203,0,risky_irreversible_low_conf
style_synth_01816,send_reminder,0.922,0.628,0.253,0.126,1,confident_default_accept
style_synth_01817,draft_message,0.763,0.737,0.348,0.361,1,high_trust_high_conf
style_synth_01818,send_reminder,0.591,0.684,0.929,0.223,0,low_confidence_default_reject
style_synth_01819,pay_bill,0.943,0.872,0.043,0.394,1,high_trust_high_conf
style_synth_01820,draft_message,0.794,0.454,0.957,0.086,1,confident_default_accept
style_synth_01821,draft_message,0.845,0.611,0.588,0.273,1,confident_default_accept
style_synth_01822,reorganize_files,0.91,0.721,0.414,0.477,1,high_trust_high_conf
style_synth_01823,reorganize_files,0.571,0.232,0.674,0.182,0,low_trust_user
style_synth_01824,schedule_event,0.411,0.738,0.426,0.03,0,low_confidence_default_reject
style_synth_01825,send_reminder,0.335,0.486,0.696,0.193,0,low_confidence_default_reject
style_synth_01826,draft_message,0.92,0.712,0.032,0.241,1,high_trust_high_conf
style_synth_01827,draft_message,0.941,0.446,0.391,0.3,1,confident_default_accept
style_synth_01828,draft_message,0.735,0.417,0.462,0.518,1,confident_default_accept
style_synth_01829,send_reminder,0.758,0.868,0.847,0.24,1,high_trust_high_conf
style_synth_01830,draft_message,0.612,0.881,0.363,0.328,0,low_confidence_default_reject
style_synth_01831,send_reminder,0.732,0.688,0.386,0.468,1,confident_default_accept
style_synth_01832,pay_bill,0.631,0.805,0.012,0.326,0,risky_irreversible_low_conf
style_synth_01833,reorganize_files,0.79,0.506,0.121,0.182,1,risky_irreversible_low_conf
style_synth_01834,schedule_event,0.987,0.418,0.5,0.524,1,confident_default_accept
style_synth_01835,send_reminder,0.465,0.366,0.507,0.272,0,low_confidence_default_reject
style_synth_01836,draft_message,0.72,0.821,0.167,0.087,0,risky_irreversible_low_conf
style_synth_01837,send_reminder,0.653,0.579,0.747,0.585,0,low_confidence_default_reject
style_synth_01838,schedule_event,0.733,0.673,0.239,0.495,0,risky_irreversible_low_conf
style_synth_01839,send_reminder,0.72,0.752,0.036,0.069,0,risky_irreversible_low_conf
style_synth_01840,send_reminder,0.57,0.564,0.239,0.082,0,risky_irreversible_low_conf
style_synth_01841,schedule_event,0.852,0.766,0.331,0.383,1,high_trust_high_conf
style_synth_01842,reorganize_files,0.851,0.495,0.368,0.381,1,confident_default_accept
style_synth_01843,schedule_event,0.73,0.468,0.836,0.418,1,confident_default_accept
style_synth_01844,reorganize_files,0.808,0.855,0.206,0.326,0,risky_irreversible_low_conf
style_synth_01845,schedule_event,0.621,0.626,0.418,0.146,0,low_confidence_default_reject
style_synth_01846,schedule_event,0.86,0.761,0.06,0.091,1,high_trust_high_conf
style_synth_01847,draft_message,0.856,0.654,0.64,0.218,1,confident_default_accept
style_synth_01848,send_reminder,0.734,0.695,0.855,0.123,1,confident_default_accept
style_synth_01849,pay_bill,0.821,0.317,0.696,0.163,1,confident_default_accept
style_synth_01850,reorganize_files,0.75,0.276,0.926,0.231,0,low_trust_user
style_synth_01851,pay_bill,0.904,0.566,0.165,0.386,0,confident_default_accept
style_synth_01852,send_reminder,0.444,0.542,0.731,0.034,0,low_confidence_default_reject
style_synth_01853,schedule_event,0.607,0.494,0.803,0.233,0,low_confidence_default_reject
style_synth_01854,schedule_event,0.717,0.67,0.216,0.236,0,risky_irreversible_low_conf
style_synth_01855,send_reminder,0.613,0.774,0.152,0.412,0,risky_irreversible_low_conf
style_synth_01856,send_reminder,0.761,0.758,0.799,0.121,1,high_trust_high_conf
style_synth_01857,schedule_event,0.848,0.394,0.025,0.096,0,risky_irreversible_low_conf
style_synth_01858,draft_message,0.524,0.582,0.012,0.063,0,risky_irreversible_low_conf
style_synth_01859,reorganize_files,0.824,0.344,0.242,0.17,1,risky_irreversible_low_conf
style_synth_01860,pay_bill,0.672,0.617,0.91,0.26,0,low_confidence_default_reject
style_synth_01861,reorganize_files,0.939,0.268,0.882,0.185,0,low_trust_user
style_synth_01862,reorganize_files,0.919,0.799,0.666,0.275,1,high_trust_high_conf
style_synth_01863,pay_bill,0.868,0.243,0.191,0.193,0,low_trust_user
style_synth_01864,send_reminder,0.764,0.561,0.614,0.15,1,confident_default_accept
style_synth_01865,send_reminder,0.779,0.712,0.983,0.261,1,high_trust_high_conf
style_synth_01866,send_reminder,0.585,0.495,0.958,0.109,0,low_confidence_default_reject
style_synth_01867,send_reminder,0.459,0.8,0.583,0.451,1,low_confidence_default_reject
style_synth_01868,draft_message,0.447,0.798,0.107,0.12,1,risky_irreversible_low_conf
style_synth_01869,draft_message,0.782,0.271,0.502,0.246,0,low_trust_user
style_synth_01870,pay_bill,0.843,0.34,0.654,0.337,1,confident_default_accept
style_synth_01871,pay_bill,0.788,0.534,0.816,0.514,1,confident_default_accept
style_synth_01872,schedule_event,0.606,0.531,0.448,0.132,0,low_confidence_default_reject
style_synth_01873,send_reminder,0.842,0.493,0.011,0.449,0,risky_irreversible_low_conf
style_synth_01874,draft_message,0.722,0.893,0.199,0.21,0,risky_irreversible_low_conf
style_synth_01875,pay_bill,0.866,0.452,0.085,0.182,1,confident_default_accept
style_synth_01876,send_reminder,0.583,0.62,0.5,0.192,0,low_confidence_default_reject
style_synth_01877,send_reminder,0.545,0.796,0.587,0.226,0,low_confidence_default_reject
style_synth_01878,reorganize_files,0.445,0.899,0.795,0.264,0,low_confidence_default_reject
style_synth_01879,send_reminder,0.47,0.593,0.306,0.223,0,low_confidence_default_reject
style_synth_01880,draft_message,0.433,0.443,0.687,0.255,0,low_confidence_default_reject
style_synth_01881,draft_message,0.589,0.348,0.802,0.665,0,novel_action_distrust
style_synth_01882,schedule_event,0.918,0.594,0.693,0.414,1,confident_default_accept
style_synth_01883,draft_message,0.788,0.543,0.082,0.475,1,risky_irreversible_low_conf
style_synth_01884,pay_bill,0.89,0.821,0.308,0.223,1,high_trust_high_conf
style_synth_01885,draft_message,0.934,0.85,0.624,0.36,1,high_trust_high_conf
style_synth_01886,schedule_event,0.863,0.469,0.245,0.084,1,confident_default_accept
style_synth_01887,schedule_event,0.734,0.371,0.354,0.288,1,confident_default_accept
style_synth_01888,draft_message,0.858,0.353,0.836,0.085,1,confident_default_accept
style_synth_01889,draft_message,0.408,0.646,0.316,0.275,0,low_confidence_default_reject
style_synth_01890,send_reminder,0.83,0.567,0.774,0.099,0,confident_default_accept
style_synth_01891,schedule_event,0.431,0.412,0.825,0.256,0,low_confidence_default_reject
style_synth_01892,send_reminder,0.569,0.354,0.451,0.108,0,low_confidence_default_reject
style_synth_01893,pay_bill,0.65,0.456,0.587,0.219,0,low_confidence_default_reject
style_synth_01894,pay_bill,0.868,0.401,0.594,0.437,1,confident_default_accept
style_synth_01895,reorganize_files,0.706,0.432,0.986,0.12,1,confident_default_accept
style_synth_01896,pay_bill,0.592,0.523,0.774,0.135,0,low_confidence_default_reject
style_synth_01897,send_reminder,0.599,0.657,0.357,0.575,0,low_confidence_default_reject
style_synth_01898,draft_message,0.803,0.672,0.843,0.547,1,confident_default_accept
style_synth_01899,reorganize_files,0.656,0.392,0.145,0.519,0,risky_irreversible_low_conf
style_synth_01900,pay_bill,0.75,0.742,0.728,0.392,1,high_trust_high_conf
style_synth_01901,send_reminder,0.763,0.577,0.65,0.429,1,confident_default_accept
style_synth_01902,pay_bill,0.736,0.625,0.217,0.352,0,risky_irreversible_low_conf
style_synth_01903,pay_bill,0.707,0.204,0.068,0.202,0,risky_irreversible_low_conf
style_synth_01904,send_reminder,0.594,0.514,0.249,0.027,0,risky_irreversible_low_conf
style_synth_01905,send_reminder,0.761,0.552,0.941,0.66,0,novel_action_distrust
