task_id,timestamp,task_type,amount,deadline_hours,is_recurring,time_of_day,day_of_week,intervention_label,_generating_rule
synth_01372,2026-03-10T15:00:00,reminder,0.0,48.2,0,15,0,0,non_financial_low_risk
synth_01373,2026-03-10T10:00:00,bill_payment,43.42,123.6,1,10,3,0,recurring_suppressed
synth_01374,2026-03-10T20:00:00,paperwork,0.0,62.0,0,20,5,0,non_financial_low_risk
synth_01375,2026-03-10T07:00:00,reminder,0.0,27.6,0,7,1,0,non_financial_low_risk
synth_01376,2026-03-10T03:00:00,bill_payment,48.84,43.1,1,3,4,0,recurring_suppressed
synth_01377,2026-03-10T18:00:00,reminder,0.0,147.9,0,18,5,1,non_financial_low_risk
synth_01378,2026-03-10T11:00:00,bill_payment,230.32,187.4,0,11,6,0,low_amount
synth_01379,2026-03-10T19:00:00,paperwork,0.0,35.2,0,19,4,0,non_financial_low_risk
synth_01380,2026-03-11T07:00:00,bill_payment,169.69,7.5,0,7,3,0,low_amount
synth_01381,2026-03-11T01:00:00,bill_payment,29.49,90.8,0,1,4,0,low_amount
synth_01382,2026-03-11T08:00:00,appointment,0.0,56.0,0,8,6,0,non_financial_low_risk
synth_01383,2026-03-11T15:00:00,appointment,0.0,84.7,0,15,2,0,non_financial_low_risk
synth_01384,2026-03-11T23:00:00,bill_payment,579.14,84.5,1,23,6,0,recurring_suppressed
synth_01385,2026-03-11T05:00:00,paperwork,0.0,123.2,0,5,6,0,non_financial_low_risk
synth_01386,2026-03-11T12:00:00,bill_payment,170.13,54.4,0,12,3,0,low_amount
synth_01387,2026-03-11T06:00:00,paperwork,0.0,15.9,0,6,5,0,non_financial_low_risk
synth_01388,2026-03-11T14:00:00,bill_payment,323.17,91.0,0,14,5,0,low_amount
synth_01389,2026-03-11T23:00:00,bill_payment,250.04,7.5,1,23,1,0,recurring_suppressed
synth_01390,2026-03-11T04:00:00,bill_payment,405.41,54.4,0,4,3,0,low_amount
synth_01391,2026-03-11T15:00:00,bill_payment,221.85,1.7,1,15,2,1,deadline_override
synth_01392,2026-03-11T12:00:00,reminder,0.0,50.8,0,12,6,0,non_financial_low_risk
synth_01393,2026-03-11T14:00:00,paperwork,0.0,51.6,0,14,6,0,non_financial_low_risk
synth_01394,2026-03-11T03:00:00,bill_payment,232.77,0.6,1,3,3,1,deadline_override
synth_01395,2026-03-11T18:00:00,reminder,0.0,12.2,0,18,4,0,non_financial_low_risk
synth_01396,2026-03-11T03:00:00,appointment,0.0,56.8,0,3,6,0,non_financial_low_risk
synth_01397,2026-03-11T17:00:00,bill_payment,96.06,18.9,0,17,1,0,low_amount
synth_01398,2026-03-11T17:00:00,paperwork,0.0,24.0,0,17,6,0,non_financial_low_risk
synth_01399,2026-03-11T18:00:00,appointment,0.0,35.1,0,18,4,0,non_financial_low_risk
synth_01400,2026-03-12T06:00:00,paperwork,0.0,6.4,0,6,5,0,non_financial_low_risk
synth_01401,2026-03-12T03:00:00,bill_payment,186.43,38.8,0,3,0,0,low_amount
synth_01402,2026-03-12T03:00:00,bill_payment,34.42,91.5,1,3,4,0,recurring_suppressed
synth_01403,2026-03-12T21:00:00,reminder,0.0,9.0,0,21,0,0,non_financial_low_risk
synth_01404,2026-03-12T10:00:00,bill_payment,64.27,7.2,0,10,4,0,low_amount
synth_01405,2026-03-12T16:00:00,reminder,0.0,44.7,0,16,1,0,non_financial_low_risk
synth_01406,2026-03-12T01:00:00,appointment,0.0,2.2,0,1,1,0,non_financial_low_risk
synth_01407,2026-03-12T04:00:00,reminder,0.0,11.6,0,4,4,0,non_financial_low_risk
synth_01408,2026-03-12T23:00:00,appointment,0.0,15.6,0,23,4,0,non_financial_low_risk
synth_01409,2026-03-12T20:00:00,appointment,0.0,14.5,0,20,1,0,non_financial_low_risk
synth_01410,2026-03-12T02:00:00,bill_payment,66.21,56.9,0,2,5,0,low_amount
synth_01411,2026-03-12T06:00:00,reminder,0.0,57.3,0,6,5,0,non_financial_low_risk
synth_01412,2026-03-12T19:00:00,appointment,0.0,82.4,0,19,1,0,non_financial_low_risk
synth_01413,2026-03-12T02:00:00,bill_payment,765.69,1.3,0,2,2,1,deadline_override
synth_01414,2026-03-12T10:00:00,bill_payment,163.65,49.1,0,10,6,0,low_amount
synth_01415,2026-03-12T00:00:00,reminder,0.0,12.3,0,0,0,0,non_financial_low_risk
synth_01416,2026-03-12T03:00:00,reminder,0.0,22.8,0,3,6,0,non_financial_low_risk
synth_01417,2026-03-12T16:00:00,bill_payment,276.26,82.7,0,16,2,0,low_amount
synth_01418,2026-03-12T19:00:00,reminder,0.0,38.5,0,19,0,0,non_financial_low_risk
synth_01419,2026-03-12T17:00:00,bill_payment,590.12,20.3,0,17,4,0,low_amount
synth_01420,2026-03-13T04:00:00,paperwork,0.0,31.1,0,4,2,1,non_financial_low_risk
synth_01421,2026-03-13T04:00:00,appointment,0.0,8.1,0,4,1,0,non_financial_low_risk
synth_01422,2026-03-13T23:00:00,paperwork,0.0,2.6,0,23,5,0,non_financial_low_risk
synth_01423,2026-03-13T19:00:00,paperwork,0.0,13.8,0,19,3,0,non_financial_low_risk
synth_01424,2026-03-13T07:00:00,bill_payment,149.28,26.8,0,7,2,0,low_amount
synth_01425,2026-03-13T02:00:00,bill_payment,30.01,89.6,0,2,5,0,low_amount
synth_01426,2026-03-13T00:00:00,bill_payment,173.34,16.2,0,0,3,0,low_amount
synth_01427,2026-03-13T15:00:00,reminder,0.0,7.0,0,15,4,0,non_financial_low_risk
synth_01428,2026-03-13T03:00:00,appointment,0.0,36.5,0,3,3,1,non_financial_low_risk
synth_01429,2026-03-13T21:00:00,bill_payment,109.51,20.3,0,21,6,0,low_amount
synth_01430,2026-03-13T01:00:00,reminder,0.0,55.3,0,1,4,0,non_financial_low_risk
synth_01431,2026-03-13T11:00:00,bill_payment,373.69,22.0,1,11,0,0,recurring_suppressed
synth_01432,2026-03-13T17:00:00,bill_payment,113.33,117.8,1,17,6,0,recurring_suppressed
synth_01433,2026-03-13T18:00:00,bill_payment,86.8,11.5,0,18,3,0,low_amount
synth_01434,2026-03-13T19:00:00,bill_payment,123.67,32.2,0,19,3,0,low_amount
synth_01435,2026-03-13T02:00:00,bill_payment,59.29,5.1,0,2,4,1,deadline_override
synth_01436,2026-03-13T07:00:00,bill_payment,37.16,8.1,0,7,3,0,low_amount
synth_01437,2026-03-13T14:00:00,bill_payment,125.79,80.1,1,14,5,0,recurring_suppressed
synth_01438,2026-03-13T06:00:00,bill_payment,91.14,21.4,0,6,0,0,low_amount
synth_01439,2026-03-13T06:00:00,bill_payment,68.23,111.0,1,6,3,0,recurring_suppressed
synth_01440,2026-03-14T15:00:00,reminder,0.0,6.1,0,15,4,0,non_financial_low_risk
synth_01441,2026-03-14T12:00:00,appointment,0.0,6.5,0,12,4,0,non_financial_low_risk
synth_01442,2026-03-14T04:00:00,paperwork,0.0,83.8,0,4,0,0,non_financial_low_risk
synth_01443,2026-03-14T11:00:00,paperwork,0.0,6.5,0,11,4,1,non_financial_low_risk
synth_01444,2026-03-14T10:00:00,appointment,0.0,2.6,0,10,3,0,non_financial_low_risk
synth_01445,2026-03-14T09:00:00,paperwork,0.0,27.3,0,9,2,0,non_financial_low_risk
synth_01446,2026-03-14T04:00:00,paperwork,0.0,13.7,0,4,5,0,non_financial_low_risk
synth_01447,2026-03-14T22:00:00,bill_payment,315.69,58.8,0,22,5,0,low_amount
synth_01448,2026-03-14T06:00:00,bill_payment,206.29,6.8,1,6,1,0,recurring_suppressed
synth_01449,2026-03-14T01:00:00,appointment,0.0,4.6,0,1,3,0,non_financial_low_risk
synth_01450,2026-03-14T16:00:00,bill_payment,205.88,19.7,0,16,3,0,low_amount
synth_01451,2026-03-14T10:00:00,bill_payment,81.02,20.8,0,10,0,0,low_amount
synth_01452,2026-03-14T19:00:00,bill_payment,231.9,16.1,1,19,0,0,recurring_suppressed
synth_01453,2026-03-14T21:00:00,bill_payment,144.79,5.7,0,21,4,1,deadline_override
synth_01454,2026-03-14T19:00:00,bill_payment,37.15,65.2,0,19,2,0,low_amount
synth_01455,2026-03-14T19:00:00,bill_payment,176.68,5.4,0,19,0,0,deadline_override
synth_01456,2026-03-14T06:00:00,reminder,0.0,103.4,0,6,1,0,non_financial_low_risk
synth_01457,2026-03-14T17:00:00,reminder,0.0,3.7,0,17,4,0,non_financial_low_risk
synth_01458,2026-03-14T06:00:00,paperwork,0.0,219.4,0,6,4,0,non_financial_low_risk
synth_01459,2026-03-14T17:00:00,bill_payment,40.68,14.0,0,17,2,0,low_amount
synth_01460,2026-03-15T00:00:00,bill_payment,36.45,128.6,0,0,1,0,low_amount
synth_01461,2026-03-15T01:00:00,appointment,0.0,6.6,0,1,4,0,non_financial_low_risk
synth_01462,2026-03-15T12:00:00,reminder,0.0,10.1,0,12,3,0,non_financial_low_risk
synth_01463,2026-03-15T05:00:00,reminder,0.0,170.8,0,5,3,0,non_financial_low_risk
synth_01464,2026-03-15T05:00:00,bill_payment,357.78,15.2,1,5,4,0,recurring_suppressed
synth_01465,2026-03-15T16:00:00,appointment,0.0,101.4,0,16,3,0,non_financial_low_risk
synth_01466,2026-03-15T07:00:00,paperwork,0.0,14.4,0,7,2,0,non_financial_low_risk
synth_01467,2026-03-15T01:00:00,appointment,0.0,9.0,0,1,4,0,non_financial_low_risk
synth_01468,2026-03-15T07:00:00,bill_payment,448.14,75.1,0,7,6,0,low_amount
synth_01469,2026-03-15T22:00:00,bill_payment,318.51,172.0,0,22,4,0,low_amount
synth_01470,2026-03-15T00:00:00,bill_payment,430.98,202.4,0,0,6,0,low_amount
synth_01471,2026-03-15T08:00:00,paperwork,0.0,15.7,0,8,0,0,non_financial_low_risk
synth_01472,2026-03-15T18:00:00,reminder,0.0,72.3,0,18,0,0,non_financial_low_risk
synth_01473,2026-03-15T08:00:00,appointment,0.0,139.8,0,8,6,0,non_financial_low_risk
synth_01474,2026-03-15T14:00:00,appointment,0.0,11.1,0,14,1,0,non_financial_low_risk
synth_01475,2026-03-15T23:00:00,bill_payment,835.18,24.2,0,23,5,1,high_amount
synth_01476,2026-03-15T05:00:00,bill_payment,137.2,29.5,0,5,1,0,low_amount
synth_01477,2026-03-15T09:00:00,reminder,0.0,9.5,0,9,0,0,non_financial_low_risk
synth_01478,2026-03-15T21:00:00,reminder,0.0,81.6,0,21,4,0,non_financial_low_risk
synth_01479,2026-03-15T23:00:00,bill_payment,115.02,49.7,0,23,4,0,low_amount
synth_01480,2026-03-16T03:00:00,paperwork,0.0,0.6,0,3,3,1,non_financial_but_imminent
synth_01481,2026-03-16T00:00:00,bill_payment,297.68,133.9,0,0,6,0,low_amount
synth_01482,2026-03-16T22:00:00,paperwork,0.0,19.8,0,22,0,0,non_financial_low_risk
synth_01483,2026-03-16T14:00:00,appointment,0.0,39.7,0,14,6,0,non_financial_low_risk
synth_01484,2026-03-16T03:00:00,bill_payment,392.62,6.3,0,3,4,0,low_amount
synth_01485,2026-03-16T04:00:00,appointment,0.0,86.9,0,4,0,0,non_financial_low_risk
synth_01486,2026-03-16T21:00:00,bill_payment,126.31,51.1,1,21,3,0,recurring_suppressed
synth_01487,2026-03-16T15:00:00,paperwork,0.0,111.3,0,15,1,0,non_financial_low_risk
synth_01488,2026-03-16T11:00:00,bill_payment,492.45,3.8,0,11,0,1,deadline_override
synth_01489,2026-03-16T16:00:00,appointment,0.0,9.4,0,16,2,0,non_financial_low_risk
synth_01490,2026-03-16T21:00:00,appointment,0.0,7.8,0,21,5,0,non_financial_low_risk
synth_01491,2026-03-16T03:00:00,paperwork,0.0,20.6,0,3,2,0,non_financial_low_risk
synth_01492,2026-03-16T22:00:00,appointment,0.0,129.7,0,22,6,0,non_financial_low_risk
synth_01493,2026-03-16T15:00:00,bill_payment,228.76,23.8,0,15,6,0,low_amount
synth_01494,2026-03-16T08:00:00,appointment,0.0,154.0,0,8,1,0,non_financial_low_risk
synth_01495,2026-03-16T12:00:00,reminder,0.0,9.6,0,12,2,0,non_financial_low_risk
synth_01496,2026-03-16T20:00:00,bill_payment,276.67,75.7,0,20,1,0,low_amount
synth_01497,2026-03-16T15:00:00,appointment,0.0,37.1,0,15,4,0,non_financial_low_risk
synth_01498,2026-03-16T02:00:00,bill_payment,186.35,80.0,1,2,1,0,recurring_suppressed
synth_01499,2026-03-16T03:00:00,bill_payment,418.9,30.8,1,3,0,0,recurring_suppressed
synth_01500,2026-03-17T13:00:00,bill_payment,42.05,86.6,0,13,1,0,low_amount
synth_01501,2026-03-17T23:00:00,bill_payment,251.64,57.1,1,23,0,0,recurring_suppressed
synth_01502,2026-03-17T04:00:00,bill_payment,199.21,43.3,1,4,2,0,recurring_suppressed
synth_01503,2026-03-17T16:00:00,bill_payment,75.81,30.5,1,16,5,0,recurring_suppressed
synth_01504,2026-03-17T14:00:00,appointment,0.0,61.5,0,14,6,0,non_financial_low_risk
synth_01505,2026-03-17T12:00:00,bill_payment,292.7,9.2,1,12,6,0,recurring_suppressed
synth_01506,2026-03-17T22:00:00,reminder,0.0,29.1,0,22,6,0,non_financial_low_risk
synth_01507,2026-03-17T07:00:00,appointment,0.0,17.5,0,7,3,0,non_financial_low_risk
synth_01508,2026-03-17T12:00:00,bill_payment,43.07,144.8,0,12,4,0,low_amount
synth_01509,2026-03-17T20:00:00,bill_payment,183.99,56.6,0,20,5,0,low_amount
synth_01510,2026-03-17T03:00:00,bill_payment,38.98,26.5,1,3,0,0,recurring_suppressed
synth_01511,2026-03-17T07:00:00,paperwork,0.0,19.6,0,7,2,0,non_financial_low_risk
synth_01512,2026-03-17T07:00:00,bill_payment,384.45,10.8,0,7,2,0,low_amount
synth_01513,2026-03-17T15:00:00,appointment,0.0,2.2,0,15,0,1,non_financial_low_risk
synth_01514,2026-03-17T04:00:00,bill_payment,148.5,23.8,0,4,5,0,low_amount
synth_01515,2026-03-17T00:00:00,bill_payment,670.0,33.5,0,0,4,0,low_amount
synth_01516,2026-03-17T01:00:00,appointment,0.0,97.5,0,1,2,0,non_financial_low_risk
synth_01517,2026-03-17T20:00:00,appointment,0.0,3.9,0,20,0,0,non_financial_low_risk
synth_01518,2026-03-17T16:00:00,bill_payment,27.53,7.3,0,16,4,0,low_amount
synth_01519,2026-03-17T10:00:00,appointment,0.0,35.6,0,10,3,0,non_financial_low_risk
synth_01520,2026-03-18T21:00:00,bill_payment,23.81,27.1,0,21,3,0,low_amount
synth_01521,2026-03-18T04:00:00,reminder,0.0,44.8,0,4,4,0,non_financial_low_risk
synth_01522,2026-03-18T04:00:00,appointment,0.0,78.4,0,4,6,0,non_financial_low_risk
synth_01523,2026-03-18T02:00:00,appointment,0.0,166.7,0,2,3,0,non_financial_low_risk
synth_01524,2026-03-18T14:00:00,bill_payment,77.34,4.5,1,14,2,1,deadline_override
synth_01525,2026-03-18T14:00:00,reminder,0.0,69.1,0,14,5,0,non_financial_low_risk
synth_01526,2026-03-18T15:00:00,reminder,0.0,171.1,0,15,0,0,non_financial_low_risk
synth_01527,2026-03-18T16:00:00,bill_payment,94.5,54.8,0,16,6,0,low_amount
synth_01528,2026-03-18T21:00:00,bill_payment,38.88,28.7,0,21,0,0,low_amount
synth_01529,2026-03-18T07:00:00,appointment,0.0,64.9,0,7,5,0,non_financial_low_risk
synth_01530,2026-03-18T02:00:00,bill_payment,379.65,8.3,0,2,1,0,low_amount
synth_01531,2026-03-18T14:00:00,appointment,0.0,4.7,0,14,3,0,non_financial_low_risk
synth_01532,2026-03-18T02:00:00,reminder,0.0,30.0,0,2,1,0,non_financial_low_risk
synth_01533,2026-03-18T13:00:00,reminder,0.0,122.8,0,13,1,0,non_financial_low_risk
synth_01534,2026-03-18T03:00:00,bill_payment,69.99,11.5,0,3,2,0,low_amount
synth_01535,2026-03-18T04:00:00,appointment,0.0,142.4,0,4,5,0,non_financial_low_risk
synth_01536,2026-03-18T12:00:00,appointment,0.0,211.5,0,12,0,0,non_financial_low_risk
synth_01537,2026-03-18T21:00:00,bill_payment,115.53,2.7,0,21,3,1,deadline_override
synth_01538,2026-03-18T02:00:00,appointment,0.0,4.2,0,2,2,0,non_financial_low_risk
synth_01539,2026-03-18T08:00:00,bill_payment,3331.73,35.7,0,8,1,1,high_amount
synth_01540,2026-03-19T11:00:00,bill_payment,469.61,67.2,1,11,3,0,recurring_suppressed
synth_01541,2026-03-19T22:00:00,appointment,0.0,73.5,0,22,3,0,non_financial_low_risk
synth_01542,2026-03-19T00:00:00,appointment,0.0,23.7,0,0,4,0,non_financial_low_risk
synth_01543,2026-03-19T21:00:00,appointment,0.0,3.9,0,21,4,0,non_financial_low_risk
synth_01544,2026-03-19T14:00:00,bill_payment,846.02,18.3,1,14,1,0,recurring_suppressed
synth_01545,2026-03-19T14:00:00,bill_payment,804.39,14.6,0,14,6,1,high_amount
synth_01546,2026-03-19T18:00:00,appointment,0.0,48.9,0,18,0,1,non_financial_low_risk
synth_01547,2026-03-19T22:00:00,paperwork,0.0,10.0,0,22,4,0,non_financial_low_risk
synth_01548,2026-03-19T06:00:00,appointment,0.0,11.7,0,6,1,0,non_financial_low_risk
synth_01549,2026-03-19T11:00:00,appointment,0.0,0.7,0,11,0,1,non_financial_but_imminent
synth_01550,2026-03-19T13:00:00,bill_payment,295.27,33.2,0,13,3,0,low_amount
synth_01551,2026-03-19T10:00:00,paperwork,0.0,26.6,0,10,0,0,non_financial_low_risk
synth_01552,2026-03-19T17:00:00,appointment,0.0,22.4,0,17,4,0,non_financial_low_risk
synth_01553,2026-03-19T22:00:00,bill_payment,45.07,54.7,0,22,4,0,low_amount
synth_01554,2026-03-19T02:00:00,reminder,0.0,5.0,0,2,6,0,non_financial_low_risk
synth_01555,2026-03-19T01:00:00,bill_payment,247.96,48.2,0,1,5,0,low_amount
synth_01556,2026-03-19T15:00:00,bill_payment,56.89,23.0,1,15,0,0,recurring_suppressed
synth_01557,2026-03-19T20:00:00,paperwork,0.0,29.9,0,20,5,0,non_financial_low_risk
synth_01558,2026-03-19T13:00:00,bill_payment,151.33,51.6,0,13,5,0,low_amount
synth_01559,2026-03-19T00:00:00,reminder,0.0,25.7,0,0,0,0,non_financial_low_risk
synth_01560,2026-03-20T07:00:00,bill_payment,197.09,153.5,0,7,4,0,low_amount
synth_01561,2026-03-20T04:00:00,bill_payment,727.58,77.6,0,4,5,0,low_amount
synth_01562,2026-03-20T10:00:00,paperwork,0.0,24.8,0,10,4,0,non_financial_low_risk
synth_01563,2026-03-20T12:00:00,bill_payment,233.61,6.0,0,12,6,1,deadline_override
synth_01564,2026-03-20T05:00:00,reminder,0.0,87.2,0,5,2,0,non_financial_low_risk
synth_01565,2026-03-20T22:00:00,bill_payment,107.96,43.2,1,22,4,0,recurring_suppressed
synth_01566,2026-03-20T20:00:00,bill_payment,62.72,6.7,0,20,6,0,low_amount
synth_01567,2026-03-20T12:00:00,bill_payment,431.82,36.8,1,12,6,0,recurring_suppressed
synth_01568,2026-03-20T11:00:00,bill_payment,59.39,9.6,1,11,6,0,recurring_suppressed
synth_01569,2026-03-20T06:00:00,bill_payment,384.13,32.0,0,6,5,0,low_amount
synth_01570,2026-03-20T14:00:00,reminder,0.0,48.2,0,14,6,0,non_financial_low_risk
synth_01571,2026-03-20T03:00:00,bill_payment,1391.44,47.9,0,3,2,1,high_amount
synth_01572,2026-03-20T17:00:00,appointment,0.0,45.7,0,17,0,0,non_financial_low_risk
synth_01573,2026-03-20T06:00:00,paperwork,0.0,125.4,0,6,4,1,non_financial_low_risk
synth_01574,2026-03-20T06:00:00,bill_payment,152.34,96.8,1,6,0,0,recurring_suppressed
synth_01575,2026-03-20T17:00:00,bill_payment,63.69,147.0,0,17,5,0,low_amount
synth_01576,2026-03-20T16:00:00,paperwork,0.0,32.9,0,16,3,0,non_financial_low_risk
synth_01577,2026-03-20T13:00:00,bill_payment,180.92,11.1,0,13,3,0,low_amount
synth_01578,2026-03-20T19:00:00,paperwork,0.0,81.2,0,19,0,0,non_financial_low_risk
synth_01579,2026-03-20T05:00:00,bill_payment,181.71,48.1,1,5,0,0,recurring_suppressed
synth_01580,2026-03-21T16:00:00,bill_payment,96.58,100.7,0,16,2,0,low_amount
synth_01581,2026-03-21T06:00:00,bill_payment,412.42,9.9,1,6,5,0,recurring_suppressed
synth_01582,2026-03-21T10:00:00,bill_payment,520.44,11.5,0,10,1,0,low_amount
synth_01583,2026-03-21T19:00:00,bill_payment,222.82,5.2,1,19,6,1,deadline_override
synth_01584,2026-03-21T10:00:00,bill_payment,534.55,67.7,0,10,1,0,low_amount
synth_01585,2026-03-21T08:00:00,paperwork,0.0,33.1,0,8,3,0,non_financial_low_risk
synth_01586,2026-03-21T18:00:00,appointment,0.0,44.2,0,18,3,0,non_financial_low_risk
synth_01587,2026-03-21T12:00:00,bill_payment,171.34,29.7,1,12,0,0,recurring_suppressed
synth_01588,2026-03-21T20:00:00,reminder,0.0,1.9,0,20,0,1,non_financial_but_imminent
synth_01589,2026-03-21T12:00:00,bill_payment,1167.69,15.4,0,12,0,1,high_amount
synth_01590,2026-03-21T20:00:00,bill_payment,210.48,57.2,0,20,0,0,low_amount
synth_01591,2026-03-21T07:00:00,reminder,0.0,5.2,0,7,0,0,non_financial_low_risk
synth_01592,2026-03-21T11:00:00,bill_payment,256.46,4.4,0,11,6,1,deadline_override
synth_01593,2026-03-21T01:00:00,reminder,0.0,130.5,0,1,2,0,non_financial_low_risk
synth_01594,2026-03-21T12:00:00,bill_payment,43.55,14.7,0,12,2,0,low_amount
synth_01595,2026-03-21T03:00:00,reminder,0.0,42.0,0,3,1,0,non_financial_low_risk
synth_01596,2026-03-21T21:00:00,bill_payment,428.16,108.4,0,21,0,0,low_amount
synth_01597,2026-03-21T15:00:00,bill_payment,136.77,15.8,0,15,1,0,low_amount
synth_01598,2026-03-21T11:00:00,paperwork,0.0,59.6,0,11,4,0,non_financial_low_risk
synth_01599,2026-03-21T15:00:00,bill_payment,1018.75,57.0,1,15,0,0,recurring_suppressed
synth_01600,2026-03-22T12:00:00,appointment,0.0,30.3,0,12,1,0,non_financial_low_risk
synth_01601,2026-03-22T09:00:00,bill_payment,1782.0,34.6,0,9,5,1,high_amount
synth_01602,2026-03-22T14:00:00,bill_payment,163.88,11.9,0,14,6,0,low_amount
synth_01603,2026-03-22T18:00:00,bill_payment,121.24,26.4,0,18,5,0,low_amount
synth_01604,2026-03-22T03:00:00,appointment,0.0,5.4,0,3,1,1,non_financial_low_risk
synth_01605,2026-03-22T15:00:00,appointment,0.0,14.9,0,15,5,0,non_financial_low_risk
synth_01606,2026-03-22T12:00:00,bill_payment,29.92,21.0,1,12,4,0,recurring_suppressed
synth_01607,2026-03-22T13:00:00,bill_payment,124.51,2.4,0,13,1,1,deadline_override
synth_01608,2026-03-22T21:00:00,bill_payment,216.43,32.7,0,21,0,0,low_amount
synth_01609,2026-03-22T01:00:00,reminder,0.0,11.9,0,1,0,0,non_financial_low_risk
synth_01610,2026-03-22T12:00:00,bill_payment,161.37,102.8,0,12,3,0,low_amount
synth_01611,2026-03-22T06:00:00,bill_payment,1078.68,32.8,1,6,2,0,recurring_suppressed
synth_01612,2026-03-22T00:00:00,paperwork,0.0,16.3,0,0,0,0,non_financial_low_risk
synth_01613,2026-03-22T23:00:00,reminder,0.0,46.7,0,23,2,0,non_financial_low_risk
synth_01614,2026-03-22T21:00:00,appointment,0.0,9.0,0,21,0,0,non_financial_low_risk
synth_01615,2026-03-22T00:00:00,bill_payment,15.83,52.6,0,0,1,0,low_amount
synth_01616,2026-03-22T00:00:00,reminder,0.0,9.0,0,0,4,0,non_financial_low_risk
synth_01617,2026-03-22T07:00:00,appointment,0.0,0.0,0,7,3,1,non_financial_but_imminent
synth_01618,2026-03-22T09:00:00,paperwork,0.0,40.2,0,9,6,0,non_financial_low_risk
synth_01619,2026-03-22T03:00:00,appointment,0.0,67.5,0,3,0,0,non_financial_low_risk
synth_01620,2026-03-23T23:00:00,paperwork,0.0,28.9,0,23,2,0,non_financial_low_risk
synth_01621,2026-03-23T22:00:00,bill_payment,142.58,0.7,0,22,2,1,deadline_override
synth_01622,2026-03-23T19:00:00,paperwork,0.0,93.3,0,19,3,0,non_financial_low_risk
synth_01623,2026-03-23T00:00:00,appointment,0.0,62.5,0,0,1,0,non_financial_low_risk
synth_01624,2026-03-23T04:00:00,reminder,0.0,51.7,0,4,2,0,non_financial_low_risk
synth_01625,2026-03-23T20:00:00,bill_payment,52.58,10.3,0,20,0,0,low_amount
synth_01626,2026-03-23T14:00:00,reminder,0.0,54.5,0,14,4,0,non_financial_low_risk
synth_01627,2026-03-23T10:00:00,reminder,0.0,20.6,0,10,3,0,non_financial_low_risk
synth_01628,2026-03-23T06:00:00,reminder,0.0,15.5,0,6,0,0,non_financial_low_risk
synth_01629,2026-03-23T03:00:00,paperwork,0.0,86.2,0,3,3,0,non_financial_low_risk
synth_01630,2026-03-23T11:00:00,appointment,0.0,75.5,0,11,2,0,non_financial_low_risk
synth_01631,2026-03-23T05:00:00,bill_payment,303.7,16.4,0,5,2,0,low_amount
synth_01632,2026-03-23T03:00:00,bill_payment,73.02,11.8,0,3,0,0,low_amount
synth_01633,2026-03-23T09:00:00,bill_payment,27.64,2.5,1,9,6,1,deadline_override
synth_01634,2026-03-23T04:00:00,appointment,0.0,70.3,0,4,0,0,non_financial_low_risk
synth_01635,2026-03-23T01:00:00,bill_payment,321.93,120.2,1,1,3,0,recurring_suppressed
synth_01636,2026-03-23T08:00:00,bill_payment,256.93,24.4,0,8,2,0,low_amount
synth_01637,2026-03-23T06:00:00,bill_payment,55.91,78.3,1,6,2,0,recurring_suppressed
synth_01638,2026-03-23T02:00:00,appointment,0.0,17.2,0,2,2,0,non_financial_low_risk
synth_01639,2026-03-23T12:00:00,appointment,0.0,37.9,0,12,6,0,non_financial_low_risk
synth_01640,2026-03-24T22:00:00,bill_payment,43.73,18.0,0,22,2,0,low_amount
synth_01641,2026-03-24T13:00:00,bill_payment,115.08,1.3,0,13,0,1,deadline_override
synth_01642,2026-03-24T07:00:00,appointment,0.0,17.3,0,7,4,0,non_financial_low_risk
synth_01643,2026-03-24T12:00:00,bill_payment,179.1,16.7,0,12,1,0,low_amount
synth_01644,2026-03-24T20:00:00,bill_payment,137.09,2.7,0,20,0,1,deadline_override
synth_01645,2026-03-24T23:00:00,bill_payment,69.26,19.3,1,23,4,0,recurring_suppressed
synth_01646,2026-03-24T06:00:00,paperwork,0.0,2.6,0,6,4,0,non_financial_low_risk
synth_01647,2026-03-24T07:00:00,paperwork,0.0,32.8,0,7,5,0,non_financial_low_risk
synth_01648,2026-03-24T19:00:00,bill_payment,351.3,132.3,0,19,5,0,low_amount
synth_01649,2026-03-24T16:00:00,bill_payment,155.97,5.3,1,16,3,1,deadline_override
synth_01650,2026-03-24T15:00:00,reminder,0.0,17.1,0,15,1,0,non_financial_low_risk
synth_01651,2026-03-24T19:00:00,paperwork,0.0,38.0,0,19,5,0,non_financial_low_risk
synth_01652,2026-03-24T04:00:00,appointment,0.0,6.3,0,4,5,1,non_financial_low_risk
synth_01653,2026-03-24T06:00:00,bill_payment,272.57,34.4,0,6,3,0,low_amount
synth_01654,2026-03-24T12:00:00,bill_payment,23.68,22.0,1,12,5,0,recurring_suppressed
synth_01655,2026-03-24T04:00:00,appointment,0.0,80.6,0,4,0,0,non_financial_low_risk
synth_01656,2026-03-24T21:00:00,bill_payment,90.25,1.7,0,21,4,1,deadline_override
synth_01657,2026-03-24T04:00:00,reminder,0.0,21.0,0,4,3,0,non_financial_low_risk
synth_01658,2026-03-24T05:00:00,appointment,0.0,0.4,0,5,2,1,non_financial_but_imminent
synth_01659,2026-03-24T22:00:00,reminder,0.0,11.4,0,22,4,0,non_financial_low_risk
